periodo,uf,cnae_secao,n_amostral,total_expandido,share_pct
2025T4,AC,A,189,11022.57525225,20.15
2025T4,AC,C,69,6364.66114045,11.64
2025T4,AC,F,13,1143.22074412,2.09
2025T4,AC,G,21,2053.75159725,3.75
2025T4,AC,H,81,6922.34312599,12.65
2025T4,AC,I,45,4685.80637897,8.57
2025T4,AC,L,1,41.3489977,0.08
2025T4,AC,M,6,512.9283874,0.94
2025T4,AC,N,26,2735.32305051,5.0
2025T4,AC,P,5,505.40998086999997,0.92
2025T4,AC,Q,3,358.13771907,0.65
2025T4,AC,S,60,6602.37672744,12.07
2025T4,AC,,106,11753.8726352,21.49
2025T4,AL,A,325,36743.88272314,14.02
2025T4,AL,B,1,302.69750671,0.12
2025T4,AL,C,73,12256.06616437,4.68
2025T4,AL,E,1,275.93266028,0.11
2025T4,AL,F,245,41705.78056291,15.91
2025T4,AL,G,44,8839.63176465,3.37
2025T4,AL,H,168,33734.71636447,12.87
2025T4,AL,I,98,16414.10048961,6.26
2025T4,AL,J,4,1329.22864756,0.51
2025T4,AL,K,1,247.29898572,0.09
2025T4,AL,L,9,1419.18268295,0.54
2025T4,AL,M,30,6628.2354556,2.53
2025T4,AL,N,30,5060.84714298,1.93
2025T4,AL,P,9,1792.73581145,0.68
2025T4,AL,Q,25,4758.16329803,1.82
2025T4,AL,R,14,2584.27839189,0.99
2025T4,AL,S,184,36575.50324495,13.96
2025T4,AL,,295,51423.561564050004,19.62
2025T4,AM,A,769,131444.29343885,27.67
2025T4,AM,B,2,448.19801039000004,0.09
2025T4,AM,C,103,28927.49800538,6.09
2025T4,AM,E,2,634.07321226,0.13
2025T4,AM,F,175,57343.95037492,12.07
2025T4,AM,G,30,9712.25323975,2.04
2025T4,AM,H,134,46115.091899,9.71
2025T4,AM,I,103,30387.7672202,6.4
2025T4,AM,J,4,1480.2888022500001,0.31
2025T4,AM,K,3,735.84688347,0.15
2025T4,AM,L,8,2896.75253909,0.61
2025T4,AM,M,23,6790.1458872,1.43
2025T4,AM,N,28,8388.76364043,1.77
2025T4,AM,P,13,4895.35596394,1.03
2025T4,AM,Q,13,4125.23759762,0.87
2025T4,AM,R,14,6084.59988438,1.28
2025T4,AM,S,136,44855.88793107,9.44
2025T4,AM,,281,89772.61109752,18.9
2025T4,AP,A,183,11982.74314652,13.48
2025T4,AP,B,3,342.9030374,0.39
2025T4,AP,C,57,8785.01476934,9.88
2025T4,AP,E,1,200.54445728,0.23
2025T4,AP,F,84,15067.16166114,16.95
2025T4,AP,G,13,1962.34235408,2.21
2025T4,AP,H,65,12862.73468765,14.47
2025T4,AP,I,25,4614.14927552,5.19
2025T4,AP,J,1,241.85543631,0.27
2025T4,AP,L,1,223.85792129,0.25
2025T4,AP,M,10,2096.28882101,2.36
2025T4,AP,N,23,2737.90648762,3.08
2025T4,AP,P,2,309.9149308,0.35
2025T4,AP,Q,4,700.6117742600001,0.79
2025T4,AP,R,6,1241.54862942,1.4
2025T4,AP,S,67,11704.62148028,13.16
2025T4,AP,,84,13840.92461357,15.57
2025T4,BA,A,981,423939.21647178,25.21
2025T4,BA,B,6,1856.59452222,0.11
2025T4,BA,C,190,121840.70999258,7.25
2025T4,BA,F,290,195693.64060574,11.64
2025T4,BA,G,66,48282.9980508,2.87
2025T4,BA,H,189,144035.150151,8.57
2025T4,BA,I,217,140438.39921781,8.35
2025T4,BA,J,6,5446.371982770001,0.32
2025T4,BA,L,14,10260.39693162,0.61
2025T4,BA,M,61,53747.77865007,3.2
2025T4,BA,N,38,24593.93450659,1.46
2025T4,BA,P,26,19811.02123801,1.18
2025T4,BA,Q,24,17914.16898628,1.07
2025T4,BA,R,26,21351.3167061,1.27
2025T4,BA,S,227,163252.64408299,9.71
2025T4,BA,,418,289083.52333582,17.19
2025T4,CE,A,455,129198.01247468,13.72
2025T4,CE,B,3,2478.19748094,0.26
2025T4,CE,C,302,120040.89040461,12.75
2025T4,CE,E,2,900.25407617,0.1
2025T4,CE,F,303,127568.7644338,13.55
2025T4,CE,G,80,33785.56558668,3.59
2025T4,CE,H,181,84267.76116445,8.95
2025T4,CE,I,153,61444.37102477,6.53
2025T4,CE,J,11,5390.27556819,0.57
2025T4,CE,K,6,2287.33528765,0.24
2025T4,CE,L,5,3151.9208680499996,0.33
2025T4,CE,M,38,16942.46726655,1.8
2025T4,CE,N,36,15814.31532542,1.68
2025T4,CE,P,29,10501.67666174,1.12
2025T4,CE,Q,27,10116.37103713,1.07
2025T4,CE,R,28,11628.78215144,1.24
2025T4,CE,S,229,107155.85392094,11.38
2025T4,CE,,499,198752.04401784,21.11
2025T4,DF,A,18,3193.71923914,1.89
2025T4,DF,C,44,15752.46329432,9.34
2025T4,DF,F,82,27081.20482494,16.06
2025T4,DF,G,14,5182.16460715,3.07
2025T4,DF,H,55,20304.95008161,12.04
2025T4,DF,I,35,12401.78342763,7.36
2025T4,DF,J,7,2733.10856897,1.62
2025T4,DF,K,4,1195.28789873,0.71
2025T4,DF,L,7,2764.94157579,1.64
2025T4,DF,M,27,11864.49189701,7.04
2025T4,DF,N,15,5594.80545334,3.32
2025T4,DF,P,7,2150.43218685,1.28
2025T4,DF,Q,16,5994.33374321,3.56
2025T4,DF,R,9,2928.07199167,1.74
2025T4,DF,S,84,27075.34860262,16.06
2025T4,DF,,76,22362.226323580002,13.27
2025T4,ES,A,572,99577.68107265,29.48
2025T4,ES,C,105,23737.86352114,7.03
2025T4,ES,F,160,38172.47947221,11.3
2025T4,ES,G,41,10062.87599409,2.98
2025T4,ES,H,86,21878.56692866,6.48
2025T4,ES,I,116,26314.49160167,7.79
2025T4,ES,J,10,2720.6597017,0.81
2025T4,ES,K,6,1687.34996901,0.5
2025T4,ES,L,6,920.88803053,0.27
2025T4,ES,M,54,11333.87491522,3.36
2025T4,ES,N,14,4076.18724757,1.21
2025T4,ES,P,15,3381.0345669900003,1.0
2025T4,ES,Q,16,4195.6667168,1.24
2025T4,ES,R,15,4485.86649091,1.33
2025T4,ES,S,186,48436.09019157,14.34
2025T4,ES,,159,36768.20110785,10.89
2025T4,GO,A,226,49026.08267319,8.21
2025T4,GO,C,162,70699.42751714,11.83
2025T4,GO,F,194,94368.68803625,15.79
2025T4,GO,G,58,28707.87830631,4.8
2025T4,GO,H,144,73054.59486706,12.23
2025T4,GO,I,108,43644.58126739,7.3
2025T4,GO,J,8,5760.60890008,0.96
2025T4,GO,K,2,602.4492065300001,0.1
2025T4,GO,L,13,6577.25015474,1.1
2025T4,GO,M,46,21206.42196837,3.55
2025T4,GO,N,16,7667.462506639999,1.28
2025T4,GO,P,14,6803.51761825,1.14
2025T4,GO,Q,19,10141.33467875,1.7
2025T4,GO,R,14,5124.24160898,0.86
2025T4,GO,S,152,73134.07311632,12.24
2025T4,GO,,218,100953.5379063,16.9
2025T4,MA,A,1469,213924.88468988,25.08
2025T4,MA,B,5,995.5637993299999,0.12
2025T4,MA,C,207,52391.691087780004,6.14
2025T4,MA,E,2,355.54677488,0.04
2025T4,MA,F,523,131079.50210974,15.37
2025T4,MA,G,99,25784.74553208,3.02
2025T4,MA,H,247,68807.16585788,8.07
2025T4,MA,I,263,62604.23471348,7.34
2025T4,MA,J,5,1682.15107925,0.2
2025T4,MA,K,3,989.36664664,0.12
2025T4,MA,L,3,840.0332868200001,0.1
2025T4,MA,M,32,11038.54570685,1.29
2025T4,MA,N,69,14746.05441152,1.73
2025T4,MA,P,21,5133.27623652,0.6
2025T4,MA,Q,18,5333.95488698,0.63
2025T4,MA,R,27,8456.27198922,0.99
2025T4,MA,S,310,80774.04894132,9.47
2025T4,MA,,694,167984.84261823999,19.7
2025T4,MG,A,996,358066.42049129,18.65
2025T4,MG,B,1,431.26042238,0.02
2025T4,MG,C,287,145369.86974171,7.57
2025T4,MG,E,2,518.80695213,0.03
2025T4,MG,F,531,321056.48051751,16.73
2025T4,MG,G,109,69181.38044496,3.6
2025T4,MG,H,283,183970.20580939,9.58
2025T4,MG,I,253,150988.45282254,7.87
2025T4,MG,J,13,6549.4997319,0.34
2025T4,MG,K,7,3060.7958351099996,0.16
2025T4,MG,L,12,6368.84743641,0.33
2025T4,MG,M,89,57931.13511003,3.02
2025T4,MG,N,61,33328.25774758,1.74
2025T4,MG,P,42,28426.392680330002,1.48
2025T4,MG,Q,62,37545.89722046,1.96
2025T4,MG,R,31,22162.34330906,1.15
2025T4,MG,S,423,267561.48018638,13.94
2025T4,MG,,375,227035.18891931,11.83
2025T4,MS,A,183,19054.48817499,8.72
2025T4,MS,C,96,22211.09227012,10.16
2025T4,MS,F,163,40846.20914571,18.68
2025T4,MS,G,25,7564.12402153,3.46
2025T4,MS,H,78,19623.770861,8.98
2025T4,MS,I,80,19396.74039692,8.87
2025T4,MS,J,9,3684.2953198,1.69
2025T4,MS,K,3,689.7646255899999,0.32
2025T4,MS,L,4,905.7208373799999,0.41
2025T4,MS,M,18,5220.75070477,2.39
2025T4,MS,N,30,7731.01801397,3.54
2025T4,MS,P,8,2489.83397246,1.14
2025T4,MS,Q,17,4135.02118005,1.89
2025T4,MS,R,9,2553.5986434,1.17
2025T4,MS,S,120,33139.59398355,15.16
2025T4,MS,,127,29382.43692979,13.44
2025T4,MT,A,429,52673.36638214,18.1
2025T4,MT,B,2,1081.21341749,0.37
2025T4,MT,C,105,25277.38409624,8.69
2025T4,MT,E,2,326.85416617,0.11
2025T4,MT,F,201,55302.7822023,19.01
2025T4,MT,G,30,8978.39297526,3.09
2025T4,MT,H,76,22910.37636893,7.87
2025T4,MT,I,97,22801.52937295,7.84
2025T4,MT,J,4,1509.93909322,0.52
2025T4,MT,K,1,198.62687697,0.07
2025T4,MT,L,7,2079.43656712,0.71
2025T4,MT,M,22,6821.30686294,2.34
2025T4,MT,N,34,8890.39079881,3.06
2025T4,MT,P,13,4218.44697353,1.45
2025T4,MT,Q,13,3490.48008808,1.2
2025T4,MT,R,6,1672.64802871,0.57
2025T4,MT,S,110,34133.616662270004,11.73
2025T4,MT,,150,38610.89983672,13.27
2025T4,PA,A,707,258272.90724554998,24.99
2025T4,PA,B,2,814.94279244,0.08
2025T4,PA,C,301,129390.92294663,12.52
2025T4,PA,E,3,1344.39101768,0.13
2025T4,PA,F,226,118546.85343826,11.47
2025T4,PA,G,45,23421.13713123,2.27
2025T4,PA,H,183,79751.41233039,7.72
2025T4,PA,I,176,81157.91793366,7.85
2025T4,PA,J,7,3743.69043195,0.36
2025T4,PA,K,1,616.15919969,0.06
2025T4,PA,L,5,1927.12176095,0.19
2025T4,PA,M,29,12597.06529173,1.22
2025T4,PA,N,41,16683.93801738,1.61
2025T4,PA,P,18,7922.65940948,0.77
2025T4,PA,Q,12,5336.64642047,0.52
2025T4,PA,R,27,14116.63639494,1.37
2025T4,PA,S,199,96270.59141888,9.32
2025T4,PA,,429,181395.29932058,17.55
2025T4,PB,A,232,52749.32277341,15.87
2025T4,PB,B,3,1440.1056422000001,0.43
2025T4,PB,C,91,23822.22096575,7.17
2025T4,PB,F,171,45130.287161090004,13.57
2025T4,PB,G,38,11840.03904595,3.56
2025T4,PB,H,124,36673.51227885,11.03
2025T4,PB,I,88,22548.84148377,6.78
2025T4,PB,J,8,1404.6270847399999,0.42
2025T4,PB,K,3,772.34359607,0.23
2025T4,PB,L,4,843.85096962,0.25
2025T4,PB,M,40,11101.0351962,3.34
2025T4,PB,N,26,7486.55805344,2.25
2025T4,PB,P,13,3112.54076307,0.94
2025T4,PB,Q,15,4190.01518857,1.26
2025T4,PB,R,13,3341.13095861,1.0
2025T4,PB,S,133,44358.08469827,13.34
2025T4,PB,,234,61659.79331608,18.55
2025T4,PE,A,290,90561.69886723,11.21
2025T4,PE,B,2,264.79840841,0.03
2025T4,PE,C,147,81814.59429942,10.13
2025T4,PE,E,1,989.19421763,0.12
2025T4,PE,F,155,73539.40356119,9.1
2025T4,PE,G,52,30378.85550813,3.76
2025T4,PE,H,192,115935.9550125,14.35
2025T4,PE,I,139,72840.99893576,9.02
2025T4,PE,J,6,3187.27283637,0.39
2025T4,PE,K,2,1169.99863455,0.14
2025T4,PE,L,4,2250.37218321,0.28
2025T4,PE,M,44,27663.45451491,3.42
2025T4,PE,N,17,10593.12840775,1.31
2025T4,PE,P,18,11126.52729592,1.38
2025T4,PE,Q,26,16488.35337203,2.04
2025T4,PE,R,22,12189.16893659,1.51
2025T4,PE,S,180,107224.27191713,13.27
2025T4,PE,,282,149770.84457025,18.54
2025T4,PI,A,252,66309.53200845,20.01
2025T4,PI,B,3,820.83699591,0.25
2025T4,PI,C,116,34662.48429917,10.46
2025T4,PI,E,1,74.56073213,0.02
2025T4,PI,F,128,35286.58540788,10.65
2025T4,PI,G,40,11088.12832642,3.35
2025T4,PI,H,97,24070.92633553,7.27
2025T4,PI,I,110,28518.48384821,8.61
2025T4,PI,J,3,406.7804083,0.12
2025T4,PI,K,1,364.98480755,0.11
2025T4,PI,M,26,6540.01588136,1.97
2025T4,PI,N,35,9959.81700769,3.01
2025T4,PI,P,22,5632.5963656700005,1.7
2025T4,PI,Q,6,1782.53213342,0.54
2025T4,PI,R,15,4878.33352639,1.47
2025T4,PI,S,119,36281.48984553,10.95
2025T4,PI,,213,64625.87622912,19.51
2025T4,PR,A,794,182292.10523091,19.82
2025T4,PR,C,193,87604.92013567,9.52
2025T4,PR,E,1,588.50257348,0.06
2025T4,PR,F,387,172739.48364369,18.78
2025T4,PR,G,86,36312.02452496,3.95
2025T4,PR,H,168,80275.15109012,8.73
2025T4,PR,I,112,45019.36242331,4.89
2025T4,PR,J,9,4442.66466472,0.48
2025T4,PR,K,5,2013.9077104,0.22
2025T4,PR,L,17,6553.24885948,0.71
2025T4,PR,M,74,37411.42547337,4.07
2025T4,PR,N,49,21080.30451422,2.29
2025T4,PR,P,11,5364.97500303,0.58
2025T4,PR,Q,45,18602.68649151,2.02
2025T4,PR,R,19,8204.99933902,0.89
2025T4,PR,S,202,90583.36735234,9.85
2025T4,PR,,282,120722.46933212,13.12
2025T4,RJ,A,230,47769.92376366,2.82
2025T4,RJ,B,2,946.7413004299999,0.06
2025T4,RJ,C,297,140282.9927951,8.28
2025T4,RJ,E,3,1140.6011422899999,0.07
2025T4,RJ,F,469,222365.3875108,13.13
2025T4,RJ,G,121,61466.97128407,3.63
2025T4,RJ,H,401,223190.45986605,13.18
2025T4,RJ,I,316,160051.95370855,9.45
2025T4,RJ,J,21,11700.61001264,0.69
2025T4,RJ,K,21,11332.67492686,0.67
2025T4,RJ,L,36,21380.29219979,1.26
2025T4,RJ,M,136,69762.29841454,4.12
2025T4,RJ,N,144,83723.55458025,4.94
2025T4,RJ,P,56,26731.41381829,1.58
2025T4,RJ,Q,95,47755.09710146,2.82
2025T4,RJ,R,75,42391.74303982,2.5
2025T4,RJ,S,459,235932.84908814,13.93
2025T4,RJ,,518,285938.91118628,16.88
2025T4,RN,A,192,54553.38366641,16.46
2025T4,RN,B,2,286.11925095,0.09
2025T4,RN,C,70,23761.17077155,7.17
2025T4,RN,E,2,687.05077565,0.21
2025T4,RN,F,157,53467.2349858,16.13
2025T4,RN,G,37,14615.69484153,4.41
2025T4,RN,H,100,38523.13264419,11.62
2025T4,RN,I,70,25777.20679869,7.78
2025T4,RN,J,6,1725.5459635,0.52
2025T4,RN,K,1,179.86094795,0.05
2025T4,RN,L,2,444.45580684,0.13
2025T4,RN,M,26,8899.10410448,2.69
2025T4,RN,N,9,2901.82137409,0.88
2025T4,RN,P,8,2852.74174662,0.86
2025T4,RN,Q,12,4777.40454347,1.44
2025T4,RN,R,16,6141.72466747,1.85
2025T4,RN,S,113,38694.76171283,11.67
2025T4,RN,,165,53149.23134631,16.04
2025T4,RO,A,489,64460.32615323,39.58
2025T4,RO,B,4,924.26344348,0.57
2025T4,RO,C,47,11555.24259266,7.09
2025T4,RO,E,4,514.99972009,0.32
2025T4,RO,F,97,17813.03070073,10.94
2025T4,RO,G,16,4216.36194539,2.59
2025T4,RO,H,38,7878.22086285,4.84
2025T4,RO,I,45,8146.03642376,5.0
2025T4,RO,J,3,256.04992376999996,0.16
2025T4,RO,K,2,288.2272728,0.18
2025T4,RO,L,1,194.0425778,0.12
2025T4,RO,M,25,7312.53168201,4.49
2025T4,RO,N,13,3072.69221446,1.89
2025T4,RO,P,7,1285.9430524,0.79
2025T4,RO,Q,9,1479.8663646700002,0.91
2025T4,RO,R,6,1353.3419512300002,0.83
2025T4,RO,S,64,16243.17316467,9.97
2025T4,RO,,81,15878.83195195,9.75
2025T4,RR,A,141,8665.67097218,15.39
2025T4,RR,B,1,90.4296404,0.16
2025T4,RR,C,41,4560.34818661,8.1
2025T4,RR,F,74,7882.35689116,14.0
2025T4,RR,G,11,783.69473154,1.39
2025T4,RR,H,51,7186.90825826,12.76
2025T4,RR,I,51,5549.53103865,9.86
2025T4,RR,L,1,56.05242785,0.1
2025T4,RR,M,6,767.29738088,1.36
2025T4,RR,N,21,2176.8427053699997,3.87
2025T4,RR,P,6,714.8089628600001,1.27
2025T4,RR,Q,5,592.44760099,1.05
2025T4,RR,R,13,1271.59840257,2.26
2025T4,RR,S,49,6954.12200632,12.35
2025T4,RR,,78,9057.64991595,16.09
2025T4,RS,A,927,206932.60998109,22.59
2025T4,RS,B,1,512.70534814,0.06
2025T4,RS,C,180,76965.92257963,8.4
2025T4,RS,E,1,374.64994931,0.04
2025T4,RS,F,309,142844.06010567,15.59
2025T4,RS,G,64,30504.40586906,3.33
2025T4,RS,H,159,79605.91309697,8.69
2025T4,RS,I,140,59363.08410115,6.48
2025T4,RS,J,14,6571.32129956,0.72
2025T4,RS,K,5,2047.73689362,0.22
2025T4,RS,L,10,3751.84814947,0.41
2025T4,RS,M,71,27594.27309254,3.01
2025T4,RS,N,40,17870.27900479,1.95
2025T4,RS,P,16,7431.9110208,0.81
2025T4,RS,Q,50,20944.59186818,2.29
2025T4,RS,R,26,10131.32134098,1.11
2025T4,RS,S,221,113765.72369784,12.42
2025T4,RS,,246,109005.52842108,11.9
2025T4,SC,A,829,132513.62880276,21.81
2025T4,SC,C,320,87799.06628339,14.45
2025T4,SC,E,5,1498.78558099,0.25
2025T4,SC,F,359,93981.01442673,15.46
2025T4,SC,G,86,24025.17937977,3.95
2025T4,SC,H,129,33672.81626134,5.54
2025T4,SC,I,110,27559.38223705,4.54
2025T4,SC,J,18,4709.71109925,0.78
2025T4,SC,K,9,2325.49575009,0.38
2025T4,SC,L,30,11643.90707902,1.92
2025T4,SC,M,88,24701.391386,4.06
2025T4,SC,N,53,13281.69725605,2.19
2025T4,SC,P,18,5344.8220122,0.88
2025T4,SC,Q,61,15157.02907555,2.49
2025T4,SC,R,30,9172.95303708,1.51
2025T4,SC,S,208,59753.49213158,9.83
2025T4,SC,,227,60563.12224151,9.97
2025T4,SE,A,162,30178.8417088,15.64
2025T4,SE,C,62,13261.693714519999,6.87
2025T4,SE,E,4,1011.72775122,0.52
2025T4,SE,F,56,15049.75670864,7.8
2025T4,SE,G,30,9484.79486049,4.91
2025T4,SE,H,95,25441.67159744,13.18
2025T4,SE,I,56,13896.50697165,7.2
2025T4,SE,J,4,1334.64559543,0.69
2025T4,SE,L,3,622.27691084,0.32
2025T4,SE,M,18,5538.743950829999,2.87
2025T4,SE,N,9,1729.7155093000001,0.9
2025T4,SE,P,11,2618.2686056000002,1.36
2025T4,SE,Q,14,4193.52513383,2.17
2025T4,SE,R,13,3256.99171351,1.69
2025T4,SE,S,93,22464.31964564,11.64
2025T4,SE,,161,42900.00539892,22.23
2025T4,SP,A,400,140198.03929195,3.74
2025T4,SP,C,293,343926.17755486,9.17
2025T4,SP,E,5,6399.76399294,0.17
2025T4,SP,F,592,697633.69209658,18.6
2025T4,SP,G,108,137568.05888964,3.67
2025T4,SP,H,348,440915.22147843,11.75
2025T4,SP,I,258,325805.82024264,8.69
2025T4,SP,J,33,46296.24141434,1.23
2025T4,SP,K,12,17645.89966954,0.47
2025T4,SP,L,29,34842.15346131,0.93
2025T4,SP,M,129,153589.85328742,4.09
2025T4,SP,N,99,110039.20057457,2.93
2025T4,SP,P,39,49525.43711269,1.32
2025T4,SP,Q,94,114771.35156594,3.06
2025T4,SP,R,57,68330.56598656,1.82
2025T4,SP,S,382,516067.61942811,13.76
2025T4,SP,,429,547636.2912927,14.6
2025T4,TO,A,213,24044.88154437,18.69
2025T4,TO,C,81,13156.48075675,10.23
2025T4,TO,F,95,21193.95080605,16.47
2025T4,TO,G,21,4916.45616308,3.82
2025T4,TO,H,41,9349.05779488,7.27
2025T4,TO,I,49,10715.0390173,8.33
2025T4,TO,K,1,196.03653088,0.15
2025T4,TO,L,4,817.34482225,0.64
2025T4,TO,M,17,3431.64046441,2.67
2025T4,TO,N,22,5102.13624935,3.97
2025T4,TO,P,4,930.74489956,0.72
2025T4,TO,Q,1,223.5279817,0.17
2025T4,TO,S,73,17682.43803953,13.74
2025T4,TO,,81,16900.15169748,13.14
